timestamp;sensor_name;sensor_type;msg
1704288000000;FSR;FSR;{'timestamp': 1704288000000, 'weight': 894}
1704289200000;K_DHT;Temperature;{'timestamp': 1704289200000, 'temperature': 21.86637919787385, 'humidity': 44.70448286043944}
1704289200000;LR_DHT;Temperature;{'timestamp': 1704289200000, 'temperature': 25.949842524540482, 'humidity': 44.205113129542376}
1704289200000;BATH_DHT;Temperature;{'timestamp': 1704289200000, 'temperature': 23.675126914052438, 'humidity': 60.620433529142936}
1704289200000;B_DHT;Temperature;{'timestamp': 1704289200000, 'temperature': 21.517494712955887, 'humidity': 59.271917892639095}
1704289200000;FSR;FSR;{'timestamp': 1704289200000, 'weight': 788}
1704289500000;LR_CAMERA;Camera;{'timestamp': 1704289500000, 'file': '/train/split3/split3_222.png'}
1704290400000;K_CAMERA;Camera;{'timestamp': 1704290400000, 'file': '/train/split1/split1_698.png'}
1704290400000;K_DHT;Temperature;{'timestamp': 1704290400000, 'temperature': 22.0, 'humidity': 34.13815076797742}
1704290400000;LR_CAMERA;Camera;{'timestamp': 1704290400000, 'file': '/train/split3/split3_685.png'}
1704290400000;LR_DHT;Temperature;{'timestamp': 1704290400000, 'temperature': 19.475285649862425, 'humidity': 54.01028992009889}
1704290400000;BATH_DHT;Temperature;{'timestamp': 1704290400000, 'temperature': 26.0, 'humidity': 62.926913161257936}
1704290400000;B_DHT;Temperature;{'timestamp': 1704290400000, 'temperature': 20.58747269536874, 'humidity': 54.538946146074714}
1704290400000;B_PIR;PIR;{'timestamp': 1704290400000, 'presence': 0}
1704290400000;FSR;FSR;{'timestamp': 1704290400000, 'weight': 689}
1704290460000;BATH_PIR;PIR;{'timestamp': 1704290460000, 'presence': 1}
1704290460000;HR;HR;{'timestamp': 1704290460000, 'hr': 84}
1704291600000;K_DHT;Temperature;{'timestamp': 1704291600000, 'temperature': 20.0, 'humidity': 35.45161326513366}
1704291600000;LR_DHT;Temperature;{'timestamp': 1704291600000, 'temperature': 25.474546529447068, 'humidity': 51.67585236337104}
1704291600000;BATH_DHT;Temperature;{'timestamp': 1704291600000, 'temperature': 25.67940320705866, 'humidity': 55.53829326384008}
1704291600000;B_DHT;Temperature;{'timestamp': 1704291600000, 'temperature': 23.0, 'humidity': 47.29783040209542}
1704291600000;FSR;FSR;{'timestamp': 1704291600000, 'weight': 561}
1704292200000;BATH_PIR;PIR;{'timestamp': 1704292200000, 'presence': 0}
1704292200000;HR;HR;{'timestamp': 1704292200000, 'hr': 65}
1704292260000;LR_PIR;PIR;{'timestamp': 1704292260000, 'presence': 1}
1704292800000;K_DHT;Temperature;{'timestamp': 1704292800000, 'temperature': 21.18341049770212, 'humidity': 44.5015211856942}
1704292800000;LR_DHT;Temperature;{'timestamp': 1704292800000, 'temperature': 19.090035702239728, 'humidity': 50.51056285631978}
1704292800000;BATH_DHT;Temperature;{'timestamp': 1704292800000, 'temperature': 25.072181799873636, 'humidity': 66.85474489170215}
1704292800000;B_DHT;Temperature;{'timestamp': 1704292800000, 'temperature': 22.55232531614404, 'humidity': 56.84290816509477}
1704292800000;FSR;FSR;{'timestamp': 1704292800000, 'weight': 464}
1704293100000;LR_CAMERA;Camera;{'timestamp': 1704293100000, 'file': '/train/split10/split10_270.png'}
1704294000000;K_CAMERA;Camera;{'timestamp': 1704294000000, 'file': '/train/split1/split1_728.png'}
1704294000000;K_DHT;Temperature;{'timestamp': 1704294000000, 'temperature': 21.02372173557746, 'humidity': 33.16412988242545}
1704294000000;LR_CAMERA;Camera;{'timestamp': 1704294000000, 'file': '/train/split10/split10_186.png'}
1704294000000;LR_DHT;Temperature;{'timestamp': 1704294000000, 'temperature': 21.856117831452533, 'humidity': 53.03798980276166}
1704294000000;BATH_DHT;Temperature;{'timestamp': 1704294000000, 'temperature': 23.0, 'humidity': 56.83943535166132}
1704294000000;B_DHT;Temperature;{'timestamp': 1704294000000, 'temperature': 20.763721946084367, 'humidity': 57.99486253414683}
1704294000000;FSR;FSR;{'timestamp': 1704294000000, 'weight': 370}
1704295200000;K_DHT;Temperature;{'timestamp': 1704295200000, 'temperature': 20.022264706473432, 'humidity': 43.93601828475962}
1704295200000;LR_DHT;Temperature;{'timestamp': 1704295200000, 'temperature': 23.062252756832677, 'humidity': 51.38831649189672}
1704295200000;BATH_DHT;Temperature;{'timestamp': 1704295200000, 'temperature': 24.362343230684914, 'humidity': 63.55922638951209}
1704295200000;B_DHT;Temperature;{'timestamp': 1704295200000, 'temperature': 20.259269949451983, 'humidity': 62.923468839319554}
1704295200000;FSR;FSR;{'timestamp': 1704295200000, 'weight': 242}
1704296400000;K_DHT;Temperature;{'timestamp': 1704296400000, 'temperature': 20.0, 'humidity': 41.08724295064923}
1704296400000;LR_DHT;Temperature;{'timestamp': 1704296400000, 'temperature': 20.98443180964789, 'humidity': 50.223686978609}
1704296400000;BATH_DHT;Temperature;{'timestamp': 1704296400000, 'temperature': 24.88899633826885, 'humidity': 61.69933219257108}
1704296400000;B_DHT;Temperature;{'timestamp': 1704296400000, 'temperature': 21.720025319094134, 'humidity': 45.25326576740792}
1704296400000;FSR;FSR;{'timestamp': 1704296400000, 'weight': 129}
1704296700000;LR_CAMERA;Camera;{'timestamp': 1704296700000, 'file': '/train/split3/split3_699.png'}
1704297600000;K_CAMERA;Camera;{'timestamp': 1704297600000, 'file': '/train/split1/split1_629.png'}
1704297600000;K_DHT;Temperature;{'timestamp': 1704297600000, 'temperature': 24.08850390303949, 'humidity': 53.35436159268361}
1704297600000;LR_CAMERA;Camera;{'timestamp': 1704297600000, 'file': '/train/split10/split10_185.png'}
1704297600000;LR_DHT;Temperature;{'timestamp': 1704297600000, 'temperature': 25.55523271460273, 'humidity': 51.35086747980556}
1704297600000;BATH_DHT;Temperature;{'timestamp': 1704297600000, 'temperature': 24.80988756171693, 'humidity': 55.0}
1704297600000;B_DHT;Temperature;{'timestamp': 1704297600000, 'temperature': 20.149087192527478, 'humidity': 64.50194793902895}
1704297600000;LR_PIR;PIR;{'timestamp': 1704297600000, 'presence': 0}
1704297600000;FSR;FSR;{'timestamp': 1704297600000, 'weight': 39}
1704297660000;K_PIR;PIR;{'timestamp': 1704297660000, 'presence': 1}
1704298800000;K_DHT;Temperature;{'timestamp': 1704298800000, 'temperature': 26.53188634476583, 'humidity': 62.39227210323147}
1704298800000;LR_DHT;Temperature;{'timestamp': 1704298800000, 'temperature': 24.112348188534185, 'humidity': 56.73617418407191}
1704298800000;BATH_DHT;Temperature;{'timestamp': 1704298800000, 'temperature': 23.930924049506952, 'humidity': 63.70357779341629}
1704298800000;B_DHT;Temperature;{'timestamp': 1704298800000, 'temperature': 20.94784209659581, 'humidity': 66.1499371607719}
1704298800000;FSR;FSR;{'timestamp': 1704298800000, 'weight': 1000}
1704300000000;K_DHT;Temperature;{'timestamp': 1704300000000, 'temperature': 23.383557515076614, 'humidity': 54.8207515258037}
1704300000000;LR_DHT;Temperature;{'timestamp': 1704300000000, 'temperature': 24.796824496222225, 'humidity': 54.06154873665453}
1704300000000;BATH_DHT;Temperature;{'timestamp': 1704300000000, 'temperature': 25.105337251330706, 'humidity': 71.34807654759025}
1704300000000;B_DHT;Temperature;{'timestamp': 1704300000000, 'temperature': 22.04018904526481, 'humidity': 59.95292217274478}
1704300000000;FSR;FSR;{'timestamp': 1704300000000, 'weight': 898}
1704300300000;LR_CAMERA;Camera;{'timestamp': 1704300300000, 'file': '/train/split10/split10_262.png'}
1704301200000;K_CAMERA;Camera;{'timestamp': 1704301200000, 'file': '/train/split1/split1_309.png'}
1704301200000;K_DHT;Temperature;{'timestamp': 1704301200000, 'temperature': 27.47421536318791, 'humidity': 54.04601613898568}
1704301200000;LR_CAMERA;Camera;{'timestamp': 1704301200000, 'file': '/train/split10/split10_284.png'}
1704301200000;LR_DHT;Temperature;{'timestamp': 1704301200000, 'temperature': 24.367311734367686, 'humidity': 51.416386361234416}
1704301200000;BATH_DHT;Temperature;{'timestamp': 1704301200000, 'temperature': 23.0, 'humidity': 60.686524561254416}
1704301200000;B_DHT;Temperature;{'timestamp': 1704301200000, 'temperature': 20.76666720482085, 'humidity': 49.722420348322956}
1704301200000;FSR;FSR;{'timestamp': 1704301200000, 'weight': 779}
1704302400000;K_DHT;Temperature;{'timestamp': 1704302400000, 'temperature': 27.248867403628278, 'humidity': 69.7431571171827}
1704302400000;LR_DHT;Temperature;{'timestamp': 1704302400000, 'temperature': 23.84712361492584, 'humidity': 44.11687108342168}
1704302400000;BATH_DHT;Temperature;{'timestamp': 1704302400000, 'temperature': 23.412304971146806, 'humidity': 68.88162746982077}
1704302400000;B_DHT;Temperature;{'timestamp': 1704302400000, 'temperature': 20.673093300054713, 'humidity': 56.0924058764076}
1704302400000;FSR;FSR;{'timestamp': 1704302400000, 'weight': 652}
1704303600000;K_DHT;Temperature;{'timestamp': 1704303600000, 'temperature': 27.024233317612932, 'humidity': 74.68545911662474}
1704303600000;LR_DHT;Temperature;{'timestamp': 1704303600000, 'temperature': 20.56634960677576, 'humidity': 65.02579869917133}
1704303600000;BATH_DHT;Temperature;{'timestamp': 1704303600000, 'temperature': 23.0, 'humidity': 68.30493748716692}
1704303600000;B_DHT;Temperature;{'timestamp': 1704303600000, 'temperature': 20.238409837629273, 'humidity': 66.24257932976747}
1704303600000;FSR;FSR;{'timestamp': 1704303600000, 'weight': 523}
1704303900000;LR_CAMERA;Camera;{'timestamp': 1704303900000, 'file': '/train/split3/split3_179.png'}
1704304800000;K_CAMERA;Camera;{'timestamp': 1704304800000, 'file': '/train/split1/split1_732.png'}
1704304800000;K_DHT;Temperature;{'timestamp': 1704304800000, 'temperature': 20.04513650247928, 'humidity': 30.0}
1704304800000;LR_CAMERA;Camera;{'timestamp': 1704304800000, 'file': '/train/split3/split3_221.png'}
1704304800000;LR_DHT;Temperature;{'timestamp': 1704304800000, 'temperature': 21.356980112553728, 'humidity': 53.89488999082731}
1704304800000;BATH_DHT;Temperature;{'timestamp': 1704304800000, 'temperature': 23.0, 'humidity': 58.0015273937843}
1704304800000;B_DHT;Temperature;{'timestamp': 1704304800000, 'temperature': 20.0, 'humidity': 62.75118398106657}
1704304800000;K_PIR;PIR;{'timestamp': 1704304800000, 'presence': 0}
1704304800000;FSR;FSR;{'timestamp': 1704304800000, 'weight': 412}
1704304860000;BATH_PIR;PIR;{'timestamp': 1704304860000, 'presence': 1}
1704304860000;HR;HR;{'timestamp': 1704304860000, 'hr': 78}
1704306000000;K_DHT;Temperature;{'timestamp': 1704306000000, 'temperature': 20.91728955837597, 'humidity': 31.10232017758451}
1704306000000;LR_DHT;Temperature;{'timestamp': 1704306000000, 'temperature': 21.690121473784885, 'humidity': 45.74516028511531}
1704306000000;BATH_DHT;Temperature;{'timestamp': 1704306000000, 'temperature': 24.31916464729035, 'humidity': 55.0}
1704306000000;B_DHT;Temperature;{'timestamp': 1704306000000, 'temperature': 21.447576888850605, 'humidity': 66.34489483619281}
1704306000000;BATH_PIR;PIR;{'timestamp': 1704306000000, 'presence': 0}
1704306000000;HR;HR;{'timestamp': 1704306000000, 'hr': 82}
1704306000000;FSR;FSR;{'timestamp': 1704306000000, 'weight': 286}
1704306060000;B_PIR;PIR;{'timestamp': 1704306060000, 'presence': 1}
1704307200000;K_DHT;Temperature;{'timestamp': 1704307200000, 'temperature': 22.0, 'humidity': 30.009361626314735}
1704307200000;LR_DHT;Temperature;{'timestamp': 1704307200000, 'temperature': 25.277977787785098, 'humidity': 44.73759002347011}
1704307200000;BATH_DHT;Temperature;{'timestamp': 1704307200000, 'temperature': 23.9568425259751, 'humidity': 68.1709849042018}
1704307200000;B_DHT;Temperature;{'timestamp': 1704307200000, 'temperature': 20.66465127075946, 'humidity': 60.55137919547289}
1704307200000;FSR;FSR;{'timestamp': 1704307200000, 'weight': 187}
1704307500000;LR_CAMERA;Camera;{'timestamp': 1704307500000, 'file': '/train/split3/split3_698.png'}
1704308400000;K_CAMERA;Camera;{'timestamp': 1704308400000, 'file': '/train/split2/split2_250.png'}
1704308400000;K_DHT;Temperature;{'timestamp': 1704308400000, 'temperature': 22.0, 'humidity': 38.31903067304036}
1704308400000;LR_CAMERA;Camera;{'timestamp': 1704308400000, 'file': '/train/split10/split10_407.png'}
1704308400000;LR_DHT;Temperature;{'timestamp': 1704308400000, 'temperature': 19.839460321953474, 'humidity': 45.70036598841046}
1704308400000;BATH_DHT;Temperature;{'timestamp': 1704308400000, 'temperature': 24.971043164512633, 'humidity': 67.08505831673959}
1704308400000;B_DHT;Temperature;{'timestamp': 1704308400000, 'temperature': 20.0, 'humidity': 47.23228008336599}
1704308400000;FSR;FSR;{'timestamp': 1704308400000, 'weight': 83}
1704309600000;K_DHT;Temperature;{'timestamp': 1704309600000, 'temperature': 21.702138166185176, 'humidity': 38.84459886667703}
1704309600000;LR_DHT;Temperature;{'timestamp': 1704309600000, 'temperature': 19.89886353032683, 'humidity': 38.67152057148489}
1704309600000;BATH_DHT;Temperature;{'timestamp': 1704309600000, 'temperature': 24.706885629349895, 'humidity': 67.839271188099}
1704309600000;B_DHT;Temperature;{'timestamp': 1704309600000, 'temperature': 20.557045939557195, 'humidity': 43.9414891668863}
1704309600000;FSR;FSR;{'timestamp': 1704309600000, 'weight': 1000}
1704310800000;K_DHT;Temperature;{'timestamp': 1704310800000, 'temperature': 22.0, 'humidity': 31.88600946853658}
1704310800000;LR_DHT;Temperature;{'timestamp': 1704310800000, 'temperature': 19.000521528177753, 'humidity': 33.363196681117365}
1704310800000;BATH_DHT;Temperature;{'timestamp': 1704310800000, 'temperature': 23.008935159815387, 'humidity': 63.040677359846846}
1704310800000;B_DHT;Temperature;{'timestamp': 1704310800000, 'temperature': 20.413736426112905, 'humidity': 49.20518725596024}
1704310800000;FSR;FSR;{'timestamp': 1704310800000, 'weight': 879}
1704311100000;LR_CAMERA;Camera;{'timestamp': 1704311100000, 'file': '/train/split10/split10_244.png'}
1704312000000;K_CAMERA;Camera;{'timestamp': 1704312000000, 'file': '/train/split2/split2_065.png'}
1704312000000;K_DHT;Temperature;{'timestamp': 1704312000000, 'temperature': 22.0, 'humidity': 31.325811021433577}
1704312000000;LR_CAMERA;Camera;{'timestamp': 1704312000000, 'file': '/train/split10/split10_171.png'}
1704312000000;LR_DHT;Temperature;{'timestamp': 1704312000000, 'temperature': 20.480404931108282, 'humidity': 48.593449466249936}
1704312000000;BATH_DHT;Temperature;{'timestamp': 1704312000000, 'temperature': 21.964512330587965, 'humidity': 55.66613606528246}
1704312000000;B_DHT;Temperature;{'timestamp': 1704312000000, 'temperature': 20.0, 'humidity': 57.802874691474585}
1704312000000;FSR;FSR;{'timestamp': 1704312000000, 'weight': 777}
1704313200000;K_DHT;Temperature;{'timestamp': 1704313200000, 'temperature': 21.820504494089874, 'humidity': 38.164117437746455}
1704313200000;LR_DHT;Temperature;{'timestamp': 1704313200000, 'temperature': 21.0, 'humidity': 41.163518327740576}
1704313200000;BATH_DHT;Temperature;{'timestamp': 1704313200000, 'temperature': 21.19949352421272, 'humidity': 56.57461252314184}
1704313200000;B_DHT;Temperature;{'timestamp': 1704313200000, 'temperature': 22.0, 'humidity': 48.01819854383335}
1704313200000;FSR;FSR;{'timestamp': 1704313200000, 'weight': 657}
1704314400000;K_DHT;Temperature;{'timestamp': 1704314400000, 'temperature': 21.876489785459057, 'humidity': 31.333991393803274}
1704314400000;LR_DHT;Temperature;{'timestamp': 1704314400000, 'temperature': 19.62060984747909, 'humidity': 49.97204595476497}
1704314400000;BATH_DHT;Temperature;{'timestamp': 1704314400000, 'temperature': 21.49786599113748, 'humidity': 43.932740362598885}
1704314400000;B_DHT;Temperature;{'timestamp': 1704314400000, 'temperature': 22.0, 'humidity': 47.300361246284815}
1704314400000;FSR;FSR;{'timestamp': 1704314400000, 'weight': 530}
1704314700000;LR_CAMERA;Camera;{'timestamp': 1704314700000, 'file': '/train/split10/split10_109.png'}
1704315600000;K_CAMERA;Camera;{'timestamp': 1704315600000, 'file': '/train/split1/split1_108.png'}
1704315600000;K_DHT;Temperature;{'timestamp': 1704315600000, 'temperature': 21.212780222738772, 'humidity': 30.691022077402014}
1704315600000;LR_CAMERA;Camera;{'timestamp': 1704315600000, 'file': '/train/split10/split10_265.png'}
1704315600000;LR_DHT;Temperature;{'timestamp': 1704315600000, 'temperature': 20.00767185022042, 'humidity': 45.64651148861355}
1704315600000;BATH_DHT;Temperature;{'timestamp': 1704315600000, 'temperature': 21.047113990964665, 'humidity': 55.581919864822545}
1704315600000;B_DHT;Temperature;{'timestamp': 1704315600000, 'temperature': 21.008044308073856, 'humidity': 53.54271117620083}
1704315600000;FSR;FSR;{'timestamp': 1704315600000, 'weight': 415}
1704316800000;K_DHT;Temperature;{'timestamp': 1704316800000, 'temperature': 21.78453426415557, 'humidity': 40.0}
1704316800000;LR_DHT;Temperature;{'timestamp': 1704316800000, 'temperature': 20.887705285999576, 'humidity': 49.35277180583154}
1704316800000;BATH_DHT;Temperature;{'timestamp': 1704316800000, 'temperature': 20.998718959990068, 'humidity': 52.07552759891315}
1704316800000;B_DHT;Temperature;{'timestamp': 1704316800000, 'temperature': 21.64575990008563, 'humidity': 45.158253255311}
1704318000000;K_DHT;Temperature;{'timestamp': 1704318000000, 'temperature': 20.413894373166425, 'humidity': 30.81612521453803}
1704318000000;LR_DHT;Temperature;{'timestamp': 1704318000000, 'temperature': 19.0, 'humidity': 40.40208404535764}
1704318000000;BATH_DHT;Temperature;{'timestamp': 1704318000000, 'temperature': 22.0, 'humidity': 51.50190225854148}
1704318000000;B_DHT;Temperature;{'timestamp': 1704318000000, 'temperature': 21.20951979333681, 'humidity': 50.71458533244498}
1704318300000;LR_CAMERA;Camera;{'timestamp': 1704318300000, 'file': '/train/split3/split3_325.png'}
1704319200000;K_CAMERA;Camera;{'timestamp': 1704319200000, 'file': '/train/split1/split1_343.png'}
1704319200000;K_DHT;Temperature;{'timestamp': 1704319200000, 'temperature': 22.0, 'humidity': 32.55299300374921}
1704319200000;LR_CAMERA;Camera;{'timestamp': 1704319200000, 'file': '/train/split3/split3_639.png'}
1704319200000;LR_DHT;Temperature;{'timestamp': 1704319200000, 'temperature': 19.0, 'humidity': 34.240532266240734}
1704319200000;BATH_DHT;Temperature;{'timestamp': 1704319200000, 'temperature': 21.74862856632029, 'humidity': 56.68221626829945}
1704319200000;B_DHT;Temperature;{'timestamp': 1704319200000, 'temperature': 20.064427284754867, 'humidity': 40.0}
1704320400000;K_DHT;Temperature;{'timestamp': 1704320400000, 'temperature': 22.0, 'humidity': 32.76347677027821}
1704320400000;LR_DHT;Temperature;{'timestamp': 1704320400000, 'temperature': 19.0, 'humidity': 35.8691102312612}
1704320400000;BATH_DHT;Temperature;{'timestamp': 1704320400000, 'temperature': 21.163775765792337, 'humidity': 57.70926405268844}
1704320400000;B_DHT;Temperature;{'timestamp': 1704320400000, 'temperature': 20.0, 'humidity': 41.45646712104956}
1704321600000;K_DHT;Temperature;{'timestamp': 1704321600000, 'temperature': 21.021134951471026, 'humidity': 30.504357844044115}
1704321600000;LR_DHT;Temperature;{'timestamp': 1704321600000, 'temperature': 19.0, 'humidity': 46.37212447890855}
1704321600000;BATH_DHT;Temperature;{'timestamp': 1704321600000, 'temperature': 21.548852075045474, 'humidity': 59.723204916494296}
1704321600000;B_DHT;Temperature;{'timestamp': 1704321600000, 'temperature': 21.69671200298157, 'humidity': 46.614321547589114}
1704321900000;LR_CAMERA;Camera;{'timestamp': 1704321900000, 'file': '/train/split3/split3_307.png'}
1704322800000;K_CAMERA;Camera;{'timestamp': 1704322800000, 'file': '/train/split2/split2_289.png'}
1704322800000;K_DHT;Temperature;{'timestamp': 1704322800000, 'temperature': 20.882629430628523, 'humidity': 31.460234014068874}
1704322800000;LR_CAMERA;Camera;{'timestamp': 1704322800000, 'file': '/train/split10/split10_175.png'}
1704322800000;LR_DHT;Temperature;{'timestamp': 1704322800000, 'temperature': 20.096329260805692, 'humidity': 48.20626081089332}
1704322800000;BATH_DHT;Temperature;{'timestamp': 1704322800000, 'temperature': 20.30361582916163, 'humidity': 50.675356551638075}
1704322800000;B_DHT;Temperature;{'timestamp': 1704322800000, 'temperature': 20.406509873350206, 'humidity': 54.728124898466646}
1704324000000;K_DHT;Temperature;{'timestamp': 1704324000000, 'temperature': 22.0, 'humidity': 38.897983166146545}
1704324000000;LR_DHT;Temperature;{'timestamp': 1704324000000, 'temperature': 20.815987961200637, 'humidity': 43.540270837747826}
1704324000000;BATH_DHT;Temperature;{'timestamp': 1704324000000, 'temperature': 21.327547109441138, 'humidity': 56.17330625087408}
1704324000000;B_DHT;Temperature;{'timestamp': 1704324000000, 'temperature': 22.0, 'humidity': 45.72108028372527}
1704325200000;K_DHT;Temperature;{'timestamp': 1704325200000, 'temperature': 22.0, 'humidity': 34.2433042354927}
1704325200000;LR_DHT;Temperature;{'timestamp': 1704325200000, 'temperature': 21.0, 'humidity': 34.98345495377813}
1704325200000;BATH_DHT;Temperature;{'timestamp': 1704325200000, 'temperature': 20.00214723343595, 'humidity': 44.62939902573842}
1704325200000;B_DHT;Temperature;{'timestamp': 1704325200000, 'temperature': 20.48507445851311, 'humidity': 53.56538408166862}
1704325500000;LR_CAMERA;Camera;{'timestamp': 1704325500000, 'file': '/train/split10/split10_258.png'}
1704326400000;K_CAMERA;Camera;{'timestamp': 1704326400000, 'file': '/train/split1/split1_133.png'}
1704326400000;K_DHT;Temperature;{'timestamp': 1704326400000, 'temperature': 20.780337965040392, 'humidity': 31.31623384512393}
1704326400000;LR_CAMERA;Camera;{'timestamp': 1704326400000, 'file': '/train/split10/split10_376.png'}
1704326400000;LR_DHT;Temperature;{'timestamp': 1704326400000, 'temperature': 19.638981763039954, 'humidity': 49.42234859855025}
1704326400000;BATH_DHT;Temperature;{'timestamp': 1704326400000, 'temperature': 21.718649224790436, 'humidity': 40.862994748783386}
1704326400000;B_DHT;Temperature;{'timestamp': 1704326400000, 'temperature': 20.749782977170263, 'humidity': 46.69062015713856}
1704327600000;K_DHT;Temperature;{'timestamp': 1704327600000, 'temperature': 20.833515288104323, 'humidity': 38.15772932475082}
1704327600000;LR_DHT;Temperature;{'timestamp': 1704327600000, 'temperature': 20.940591188295674, 'humidity': 44.422862927362495}
1704327600000;BATH_DHT;Temperature;{'timestamp': 1704327600000, 'temperature': 22.0, 'humidity': 53.62667518844058}
1704327600000;B_DHT;Temperature;{'timestamp': 1704327600000, 'temperature': 22.0, 'humidity': 55.649861171283476}
1704328800000;K_DHT;Temperature;{'timestamp': 1704328800000, 'temperature': 20.0, 'humidity': 30.752874954126487}
1704328800000;LR_DHT;Temperature;{'timestamp': 1704328800000, 'temperature': 21.0, 'humidity': 36.43660555953457}
1704328800000;BATH_DHT;Temperature;{'timestamp': 1704328800000, 'temperature': 21.631166329769872, 'humidity': 58.84606178798212}
1704328800000;B_DHT;Temperature;{'timestamp': 1704328800000, 'temperature': 20.46844578567779, 'humidity': 54.010169780044016}
1704329100000;LR_CAMERA;Camera;{'timestamp': 1704329100000, 'file': '/train/split10/split10_122.png'}
1704330000000;K_CAMERA;Camera;{'timestamp': 1704330000000, 'file': '/train/split1/split1_750.png'}
1704330000000;K_DHT;Temperature;{'timestamp': 1704330000000, 'temperature': 20.0, 'humidity': 31.83178057332321}
1704330000000;LR_CAMERA;Camera;{'timestamp': 1704330000000, 'file': '/train/split10/split10_047.png'}
1704330000000;LR_DHT;Temperature;{'timestamp': 1704330000000, 'temperature': 19.170485658053966, 'humidity': 46.832158985378044}
1704330000000;BATH_DHT;Temperature;{'timestamp': 1704330000000, 'temperature': 20.0, 'humidity': 55.97132144512259}
1704330000000;B_DHT;Temperature;{'timestamp': 1704330000000, 'temperature': 20.0, 'humidity': 48.50615217549126}
1704331200000;K_DHT;Temperature;{'timestamp': 1704331200000, 'temperature': 21.85502478555425, 'humidity': 36.20309467924281}
1704331200000;LR_DHT;Temperature;{'timestamp': 1704331200000, 'temperature': 21.0, 'humidity': 32.3442640073716}
1704331200000;BATH_DHT;Temperature;{'timestamp': 1704331200000, 'temperature': 20.0, 'humidity': 53.42883350873995}
1704331200000;B_DHT;Temperature;{'timestamp': 1704331200000, 'temperature': 21.979716166632535, 'humidity': 53.4097681181896}
1704332400000;K_DHT;Temperature;{'timestamp': 1704332400000, 'temperature': 22.0, 'humidity': 36.85683805453192}
1704332400000;LR_DHT;Temperature;{'timestamp': 1704332400000, 'temperature': 19.0, 'humidity': 30.66032412368263}
1704332400000;BATH_DHT;Temperature;{'timestamp': 1704332400000, 'temperature': 20.401717402414434, 'humidity': 59.15255223003987}
1704332400000;B_DHT;Temperature;{'timestamp': 1704332400000, 'temperature': 20.9059036208116, 'humidity': 52.498451580912786}
1704332700000;LR_CAMERA;Camera;{'timestamp': 1704332700000, 'file': '/train/split3/split3_281.png'}
1704333600000;K_CAMERA;Camera;{'timestamp': 1704333600000, 'file': '/train/split1/split1_160.png'}
1704333600000;K_DHT;Temperature;{'timestamp': 1704333600000, 'temperature': 20.79471542677671, 'humidity': 34.49785229023791}
1704333600000;LR_CAMERA;Camera;{'timestamp': 1704333600000, 'file': '/train/split10/split10_144.png'}
1704333600000;LR_DHT;Temperature;{'timestamp': 1704333600000, 'temperature': 19.683225525074665, 'humidity': 46.13533166880534}
1704333600000;BATH_DHT;Temperature;{'timestamp': 1704333600000, 'temperature': 20.443059166391098, 'humidity': 45.6343524803648}
1704333600000;B_DHT;Temperature;{'timestamp': 1704333600000, 'temperature': 20.0, 'humidity': 57.002448002653324}
1704334800000;K_DHT;Temperature;{'timestamp': 1704334800000, 'temperature': 21.996013703187508, 'humidity': 35.00460367258462}
1704334800000;LR_DHT;Temperature;{'timestamp': 1704334800000, 'temperature': 19.2102033840776, 'humidity': 37.67591394552072}
1704334800000;BATH_DHT;Temperature;{'timestamp': 1704334800000, 'temperature': 20.375963065507346, 'humidity': 58.53580941814049}
1704334800000;B_DHT;Temperature;{'timestamp': 1704334800000, 'temperature': 20.497755955732, 'humidity': 54.969206834997166}
1704336000000;K_DHT;Temperature;{'timestamp': 1704336000000, 'temperature': 20.57404945192094, 'humidity': 31.468150805450147}
1704336000000;LR_DHT;Temperature;{'timestamp': 1704336000000, 'temperature': 20.404182790783995, 'humidity': 49.89270795532517}
1704336000000;BATH_DHT;Temperature;{'timestamp': 1704336000000, 'temperature': 20.44473437476451, 'humidity': 43.224557934002334}
1704336000000;B_DHT;Temperature;{'timestamp': 1704336000000, 'temperature': 22.0, 'humidity': 50.500847304636125}
1704336300000;LR_CAMERA;Camera;{'timestamp': 1704336300000, 'file': '/train/split3/split3_724.png'}
1704337200000;K_CAMERA;Camera;{'timestamp': 1704337200000, 'file': '/train/split1/split1_298.png'}
1704337200000;K_DHT;Temperature;{'timestamp': 1704337200000, 'temperature': 20.74255022533575, 'humidity': 36.00962073352131}
1704337200000;LR_CAMERA;Camera;{'timestamp': 1704337200000, 'file': '/train/split3/split3_616.png'}
1704337200000;LR_DHT;Temperature;{'timestamp': 1704337200000, 'temperature': 20.7642250674942, 'humidity': 45.30303286919433}
1704337200000;BATH_DHT;Temperature;{'timestamp': 1704337200000, 'temperature': 20.761771956322917, 'humidity': 60.0}
1704337200000;B_DHT;Temperature;{'timestamp': 1704337200000, 'temperature': 21.978727369625183, 'humidity': 52.25843750336297}
1704338400000;K_DHT;Temperature;{'timestamp': 1704338400000, 'temperature': 20.060864852795323, 'humidity': 31.474836309509353}
1704338400000;LR_DHT;Temperature;{'timestamp': 1704338400000, 'temperature': 20.241903220152277, 'humidity': 38.31813866636175}
1704338400000;BATH_DHT;Temperature;{'timestamp': 1704338400000, 'temperature': 21.65478848362986, 'humidity': 54.08589823149014}
1704338400000;B_DHT;Temperature;{'timestamp': 1704338400000, 'temperature': 21.75239821718659, 'humidity': 53.42886184637928}
